ref_#,cefr_level,task_type,topic,word_count_min,word_count_max,question_prompt,requirement_1,req_1_score_0,req_1_score_1,req_1_score_2,req_1_score_3,requirement_2,req_2_score_0,req_2_score_1,req_2_score_2,req_2_score_3,requirement_3,req_3_score_0,req_3_score_1,req_3_score_2,req_3_score_3,requirement_4,req_4_score_0,req_4_score_1,req_4_score_2,req_4_score_3,status,notes
W-B1-13,b1,paragraph,,50,300,"Recommend a book you recently read on an online forum.

Write a paragraph about why you liked the book and why others should read it.

- Include the name of the book and its author
- Explain why you liked the book
- Give reasons why others should read the book",Name the book and author,absent,"states the book title or author in a complete sentence without further detail (e.g., 'I recently read The Great Gatsby').","names the book and author AND provides a reason for choosing it (e.g., 'I recently read The Great Gatsby by F. Scott Fitzgerald because it is a classic novel'). (scores 2, not 3 — provides a reason but no specific detail about the book or author).","all of 2 AND includes a concrete specific about the book or author that materially advances the recommendation (e.g., 'I recently read The Great Gatsby by F. Scott Fitzgerald, a novel that captures the essence of the Jazz Age through its vivid portrayal of 1920s America'). Generic statements like 'it's a good book' do NOT count as concrete specifics.",Explain why you liked the book,absent,"states a liking for the book without any reason or detail (e.g., 'I liked the book').","provides a reason for liking the book with some explanation (e.g., 'I liked the book because it has an engaging plot'). (scores 2, not 3 — gives a reason but lacks a specific example or detail that illustrates the point).","all of 2 AND includes a concrete specific that illustrates why the book was liked (e.g., 'I liked the book because it has an engaging plot, especially the twist at the end where the protagonist's true identity is revealed'). Vague statements like 'it's interesting' do NOT count as concrete specifics.",Reasons others should read the book,absent,"suggests others should read the book without providing a reason (e.g., 'Others should read this book').","provides a reason why others should read the book (e.g., 'Others should read this book because it offers a unique perspective on friendship'). (scores 2, not 3 — gives a reason but lacks a specific example or detail that supports the recommendation).","all of 2 AND includes a concrete specific that supports the recommendation (e.g., 'Others should read this book because it offers a unique perspective on friendship, as shown through the relationship between the main characters who overcome numerous challenges together'). General statements like 'it's a must-read' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-14,b1,paragraph,,50,300,"Everyone has a favorite place they love to visit.

Write a paragraph about your favorite place.

- Describe your favorite place
- Explain why you like this place
- Mention activities you can do there",Description of your favourite place,absent,"states their favourite place with no further detail (e.g., 'My favourite place is the beach').","describes the place with a reason or characteristic (e.g., 'My favourite place is the beach because it is peaceful'). (scores 2, not 3 — provides a reason but no specific detail about the beach).","all of 2 AND a concrete specific — a vivid detail or personal experience (e.g., 'My favourite place is the beach because it is peaceful, especially when I walk along the shore at sunset'). Generic descriptions like 'a beautiful place' do NOT count as concrete specifics.",Reasons why you like this place,absent,"mentions a reason for liking the place without elaboration (e.g., 'I like the park').","provides a reason with some explanation (e.g., 'I like the park because it is relaxing and I can unwind there'). (scores 2, not 3 — gives a reason but lacks a specific example or detail).","all of 2 AND a concrete specific — a personal anecdote or vivid example (e.g., 'I like the park because it is relaxing, especially when I sit under the old oak tree and read a book'). Vague reasons like 'it is nice' do NOT count as concrete specifics.",Activities you can do there,absent,"names an activity without further detail (e.g., 'You can swim at the lake').","describes an activity with a reason or benefit (e.g., 'You can swim at the lake, which is refreshing on hot days'). (scores 2, not 3 — describes the activity but lacks a specific detail or example).","all of 2 AND a concrete specific — a detailed example or personal experience (e.g., 'You can swim at the lake, which is refreshing on hot days, especially when the water is crystal clear and you can see the fish swimming around'). Generic activities like 'having fun' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-15,b1,paragraph,,50,300,"Games can be a fun way to spend time with friends and family.

Write a paragraph about how to play your favorite game.

- Include the basic rules of the game
- Describe the steps to play the game
- Explain how to win the game",Basic rules of the game,absent,"mentions the existence of rules without specifying any (e.g., 'There are rules to follow in the game').","names a specific rule and explains its purpose or effect (e.g., 'In chess, each piece moves differently to create strategic play'). (scores 2, not 3 — explains a rule but lacks a concrete example of its application).","all of 2 AND provides a concrete specific example of the rule in action (e.g., 'In chess, the knight moves in an L-shape, which allows it to jump over other pieces, creating unique strategic opportunities'). Vague descriptions like 'pieces move differently' do NOT count as concrete specifics.",Steps to play the game,absent,"mentions that there are steps to play the game without detailing them (e.g., 'There are steps to follow to play the game').","describes a sequence of steps with a reason or outcome for each (e.g., 'First, shuffle the cards to ensure randomness, then deal them to each player'). (scores 2, not 3 — describes steps but lacks a concrete example of a specific step in action).","all of 2 AND includes a concrete specific example of a step in action (e.g., 'After shuffling, deal five cards to each player, which sets up the initial hand for strategic decision-making'). General statements like 'deal the cards' do NOT count as concrete specifics.",How to win the game,absent,"mentions that there is a way to win the game without specifying how (e.g., 'There is a way to win the game').","explains a strategy or condition for winning with a reason (e.g., 'In Monopoly, you win by bankrupting all other players, which requires strategic property acquisition'). (scores 2, not 3 — explains a winning condition but lacks a concrete example of a strategy in action).","all of 2 AND provides a concrete specific example of a winning strategy in action (e.g., 'In Monopoly, buying properties of the same color group allows you to build houses and hotels, increasing rent and bankrupting opponents'). Vague strategies like 'play smart' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-16,b1,summary,,50,300,"The Scottish Highlands are known for their natural beauty and cultural history.

Read the text below and summarise the key aspects of the Scottish Highlands.

- Think about the key features of the Scottish Highlands
- Consider the historical events that took place in the Highlands
- Include the impact of tourism on the Highlands",Key features of the Scottish Highlands,absent,"mentions a key feature of the Scottish Highlands without further detail (e.g., 'The Highlands have mountains').","mentions a key feature AND provides a reason or explanation (e.g., 'The Highlands have mountains, which attract hikers because of their challenging terrain'). (scores 2, not 3 — provides a reason but lacks a specific example of a mountain or hiking experience).","all of 2 AND includes a concrete specific, such as a named mountain or a personal hiking experience (e.g., 'Ben Nevis, the tallest mountain in the UK, attracts hikers from around the world for its challenging trails'). Generic descriptions like 'beautiful mountains' do NOT count as concrete specifics.",Historical events in the Highlands,absent,"mentions a historical event in the Highlands without further detail (e.g., 'There were battles in the Highlands').","mentions a historical event AND provides a reason or explanation (e.g., 'The Jacobite uprisings were significant because they challenged the British government'). (scores 2, not 3 — provides a reason but lacks a specific event or detail about the uprisings).","all of 2 AND includes a concrete specific, such as a particular battle or a vivid hypothetical scenario (e.g., 'The Battle of Culloden in 1746 was a decisive moment in the Jacobite uprisings, leading to the end of the rebellion'). Vague references like 'many battles' do NOT count as concrete specifics.",Tourism's impact on the Highlands,absent,"mentions tourism's impact on the Highlands without further detail (e.g., 'Tourism affects the Highlands').","mentions tourism's impact AND provides a reason or explanation (e.g., 'Tourism boosts the local economy by bringing in revenue'). (scores 2, not 3 — provides a reason but lacks a specific example of economic impact or tourist activity).","all of 2 AND includes a concrete specific, such as a type of tourist activity or a personal observation (e.g., 'Tourism boosts the local economy by creating jobs in hotels and restaurants, such as the popular Highland Games events that attract thousands of visitors each year'). Generic statements like 'many tourists visit' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-17,b1,summary,,50,300,"When choosing a new mobile phone, comparing features is essential.

Read the text below and summarise the comparison between two mobile phones.

- Consider the comparison of battery life between the phones
- Think about the differences in screen size and quality
- Include the price and weight comparison of the phones",Comparison of battery life between phones,absent,"mentions battery life comparison without further detail (e.g., 'The phones have different battery lives').","compares battery life with a reason or effect (e.g., 'The TechPhone X2 lasts longer, which is better for heavy users'). (scores 2, not 3 — provides a reason but no specific example of usage or scenario).","all of 2 AND includes a concrete specific, such as a personal or hypothetical scenario (e.g., 'The TechPhone X2 lasts 48 hours, ideal for travelers who can't charge often, unlike the Galaxy Lite 12 which lasts 36 hours'). Vague statements like 'one is better' do NOT count as concrete specifics.",Differences in screen size and quality,absent,"mentions differences in screen size or quality without further detail (e.g., 'The screens are different sizes').","describes differences in screen size or quality with a reason or effect (e.g., 'The TechPhone X2 has a larger screen, which is better for watching videos'). (scores 2, not 3 — provides a reason but no specific example of content or usage).","all of 2 AND includes a concrete specific, such as a personal or hypothetical scenario (e.g., 'The TechPhone X2's 6.5-inch screen is perfect for watching movies on long flights, while the Galaxy Lite 12's 6.1-inch screen is more compact for easy handling'). General statements like 'one is clearer' do NOT count as concrete specifics.",Price and weight comparison of phones,absent,"mentions price or weight comparison without further detail (e.g., 'The phones have different prices').","compares price or weight with a reason or effect (e.g., 'The Galaxy Lite 12 is cheaper, making it more accessible for budget-conscious buyers'). (scores 2, not 3 — provides a reason but no specific example of budget or carrying scenario).","all of 2 AND includes a concrete specific, such as a personal or hypothetical scenario (e.g., 'The Galaxy Lite 12 is lighter and more affordable, ideal for students who need a portable device without breaking the bank'). Vague statements like 'one is more expensive' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-18,b1,article,,50,300,"Think about a movie you have seen recently.

Write an article for an English website reviewing this movie.

- Include the type of movie and its genre
- Provide a brief plot summary with key events
- Mention what you liked or didn't like about the movie",Type of movie and its genre,absent,"mentions the type of movie or its genre without further detail (e.g., 'It's a comedy').","names the type of movie or genre AND provides a reason or characteristic (e.g., 'It's a comedy because it has many humorous scenes'). (scores 2, not 3 — provides a reason but no specific example of a scene or character that illustrates the genre).","all of 2 AND includes a concrete specific, such as a particular scene, character, or dialogue that exemplifies the genre (e.g., 'It's a comedy, especially in the scene where the main character slips on a banana peel, which had the whole audience laughing'). General statements like 'it's funny' do NOT count as concrete specifics.",Brief plot summary with key events,absent,"provides a basic plot summary without key events (e.g., 'The movie is about a hero').","summarizes the plot AND includes a key event or turning point (e.g., 'The movie is about a hero who saves the city from a villain'). (scores 2, not 3 — mentions a key event but lacks a specific detail about the event).","all of 2 AND includes a concrete specific, such as a detailed description of a key event or character action (e.g., 'The hero saves the city by defusing a bomb in the final scene, which was tense and thrilling'). Vague descriptions like 'something exciting happens' do NOT count as concrete specifics.",What you liked or didn't like about the movie,absent,"states a like or dislike without explanation (e.g., 'I liked the movie').","expresses a like or dislike AND provides a reason (e.g., 'I liked the movie because the acting was good'). (scores 2, not 3 — gives a reason but lacks a specific example of acting or scene).","all of 2 AND includes a concrete specific, such as a particular scene, actor's performance, or dialogue that illustrates the like or dislike (e.g., 'I liked the movie because the lead actor's performance in the courtroom scene was convincing and emotional'). General statements like 'it was interesting' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-19,b1,summary,,50,300,"The Industrial Revolution was a period of significant change in Europe and North America.

Read the text below and summarise the key aspects of the Industrial Revolution.

- Think about key inventions during the Industrial Revolution
- Consider the impact of the Industrial Revolution on urbanization
- Include the challenges faced by workers during the Industrial Revolution",Key inventions during the Industrial Revolution,absent,"mentions an invention from the Industrial Revolution without further detail (e.g., 'The steam engine was invented').","names an invention and provides a reason or effect it had during the Industrial Revolution (e.g., 'The steam engine revolutionized transportation by allowing trains to move goods faster'). (scores 2, not 3 — provides a reason but lacks a specific example of its impact).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'The steam engine, invented by James Watt, enabled factories to operate more efficiently, leading to increased production and the growth of cities like Manchester'). Vague statements like 'it changed everything' do NOT count as concrete specifics.",Impact of the Industrial Revolution on urbanization,absent,"mentions that the Industrial Revolution affected urbanization without further detail (e.g., 'The Industrial Revolution led to urbanization').","states how the Industrial Revolution impacted urbanization with a reason or effect (e.g., 'The Industrial Revolution caused people to move to cities for factory jobs'). (scores 2, not 3 — explains the movement but lacks a specific example of urban growth).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'The Industrial Revolution led to rapid urbanization, with cities like London doubling in size as people moved there for work in new factories'). General statements like 'cities grew a lot' do NOT count as concrete specifics.",Challenges faced by workers during the Industrial Revolution,absent,"mentions a challenge faced by workers during the Industrial Revolution without further detail (e.g., 'Workers had long hours').","describes a challenge faced by workers and provides a reason or effect (e.g., 'Workers faced long hours and poor conditions, which led to health problems'). (scores 2, not 3 — describes the issue but lacks a specific example of its impact on workers).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Workers, including children, often worked 14-hour days in textile factories, leading to widespread health issues and the eventual push for labor reforms'). Vague phrases like 'it was hard for them' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-20,b1,letter/email,,50,300,"Share your recent vacation experience with a friend.

Write an email to your friend about your vacation.

- Include where you went on vacation
- Describe the activities you did during vacation
- Share how you felt about the vacation",Where you went on vacation,absent,"states the vacation destination with no additional detail (e.g., 'I went to Spain').","names the vacation destination AND provides a reason or context for choosing it (e.g., 'I went to Spain because I wanted to experience the culture'). (scores 2, not 3 — provides a reason but no specific detail about the place or experience.)","all of 2 AND includes a concrete specific about the destination that materially develops the point (e.g., 'I went to Spain because I wanted to experience the culture, especially the vibrant festivals in Seville'). Generic descriptions like 'a beautiful place' do NOT count as concrete specifics.",Activities you did during vacation,absent,"mentions an activity done during vacation with no further detail (e.g., 'I went hiking').","mentions an activity AND provides a reason or context for doing it (e.g., 'I went hiking to enjoy the natural scenery'). (scores 2, not 3 — provides a reason but lacks a specific detail about the activity or location.)","all of 2 AND includes a concrete specific about the activity that materially develops the point (e.g., 'I went hiking to enjoy the natural scenery, especially the breathtaking views from the top of Mount Teide'). Vague descriptions like 'a fun activity' do NOT count as concrete specifics.",How you felt about the vacation,absent,"states a feeling about the vacation with no further detail (e.g., 'I felt happy').","states a feeling AND provides a reason or context for that feeling (e.g., 'I felt happy because I could relax and forget about work'). (scores 2, not 3 — provides a reason but lacks a specific detail that illustrates the feeling.)","all of 2 AND includes a concrete specific that materially develops the feeling (e.g., 'I felt happy because I could relax and forget about work, especially during the peaceful afternoons spent reading by the beach'). General statements like 'it was a great time' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-21,b1,paragraph,,50,300,"Recycling is an important issue in many cities.

Write a paragraph about recycling in your city.

- Think about the current recycling situation in your city
- Consider the problems with recycling in your city
- Include your suggestions for improving recycling",Current recycling situation in your city,absent,"mentions the recycling situation in the city without further detail (e.g., 'Recycling is available in my city').","describes the recycling situation with a reason or explanation (e.g., 'Recycling is available in my city because the local government has set up collection points'). (scores 2, not 3 — provides a reason but no specific example of how it works in practice).","all of 2 AND includes a concrete specific, such as a personal observation or a specific program (e.g., 'Recycling is available in my city because the local government has set up collection points, like the one near my school where we can drop off plastics and paper'). Vague statements like 'there are many places to recycle' do NOT count.",Problems with recycling in your city,absent,"mentions problems with recycling without further detail (e.g., 'There are problems with recycling in my city').","describes a problem with recycling and provides a reason or explanation (e.g., 'There are problems with recycling in my city because many people do not separate their waste properly'). (scores 2, not 3 — explains the issue but lacks a specific example or scenario).","all of 2 AND includes a concrete specific, such as a personal anecdote or a hypothetical scenario (e.g., 'There are problems with recycling in my city because many people do not separate their waste properly, like my neighbor who often mixes plastics with food waste, making it hard to recycle'). General statements like 'people don't recycle enough' do NOT count.",Your suggestions for improving recycling,absent,"mentions a suggestion for improving recycling without further detail (e.g., 'We should improve recycling').","provides a suggestion with a reason or explanation (e.g., 'We should improve recycling by educating people because many are unaware of how to recycle properly'). (scores 2, not 3 — gives a reason but lacks a specific example of implementation).","all of 2 AND includes a concrete specific, such as a personal plan or a hypothetical example (e.g., 'We should improve recycling by educating people, like organizing workshops in schools where students can learn how to separate waste correctly'). Vague suggestions like 'make it better' do NOT count.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-22,b1,article,,50,300,"Staying healthy is important for everyone.

Write an article for your English class website about how to maintain good health.

- Include why exercise is important for health
- Think about healthy eating tips for daily life
- Consider ways to manage stress effectively",Why exercise is important for health,absent,"states that exercise is important for health without providing a reason or example (e.g., 'Exercise is important for health').","mentions exercise's importance and provides a reason or effect (e.g., 'Exercise is important for health because it improves cardiovascular fitness'). (scores 2, not 3 — provides a reason but lacks a concrete specific like a personal story or detailed example).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Exercise is important for health because it improves cardiovascular fitness; for instance, my uncle started jogging daily and lowered his blood pressure significantly'). Generic statements like 'it makes you feel better' do NOT count as concrete specifics.",Healthy eating tips for daily life,absent,"mentions healthy eating tips without further detail (e.g., 'Eating healthy is important').","provides a healthy eating tip and a reason or effect (e.g., 'Eating more vegetables can improve your digestion'). (scores 2, not 3 — gives a reason but lacks a concrete specific like a personal anecdote or detailed example).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Eating more vegetables can improve your digestion; for example, adding a salad to your lunch every day can help you feel more energetic and focused'). Vague phrases like 'eat better' do NOT count as concrete specifics.",Ways to manage stress effectively,absent,"mentions stress management without further detail (e.g., 'Managing stress is important').","provides a way to manage stress and a reason or effect (e.g., 'Meditation can help reduce stress because it calms the mind'). (scores 2, not 3 — provides a reason but lacks a concrete specific like a personal story or detailed example).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Meditation can help reduce stress because it calms the mind; for instance, I started meditating for 10 minutes each morning and noticed a significant decrease in my anxiety levels'). General statements like 'it helps you relax' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-23,b1,article,,50,300,"Think about a place you visited recently.

Write an article for a blog about your visit.

- Include where you went and why
- Describe the activities you did there
- Mention what impressed you most about the place",Where you went and why,absent,"states the place visited with no reason or further detail (e.g., 'I went to Paris').","names the place visited AND provides a reason for visiting (e.g., 'I went to Paris because I wanted to see the Eiffel Tower'). (scores 2, not 3 — provides a reason but no specific detail about the visit).","all of 2 AND includes a concrete specific about the visit that materially develops the reason (e.g., 'I went to Paris because I wanted to see the Eiffel Tower, and standing beneath it at night with all the lights sparkling was unforgettable'). Generic descriptions like 'a beautiful city' do NOT count as concrete specifics.",Activities you did there,absent,"mentions an activity done at the place with no further detail (e.g., 'I visited museums').","names an activity AND provides a reason or context for doing it (e.g., 'I visited museums to learn more about the local history'). (scores 2, not 3 — provides a reason but lacks a specific detail about the activity).","all of 2 AND includes a concrete specific that materially develops the activity (e.g., 'I visited the Louvre to see the Mona Lisa, and the experience of seeing such a famous painting in person was incredible'). Vague statements like 'I did interesting things' do NOT count as concrete specifics.",What impressed you most about the place,absent,"states what was impressive with no further detail (e.g., 'The architecture impressed me').","names what was impressive AND provides a reason or explanation (e.g., 'The architecture impressed me because of its intricate designs'). (scores 2, not 3 — provides a reason but lacks a specific detail about what was impressive).","all of 2 AND includes a concrete specific that materially develops what was impressive (e.g., 'The architecture impressed me because of its intricate designs, especially the Gothic spires of Notre-Dame Cathedral, which were breathtaking'). General statements like 'it was amazing' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-24,b1,letter/email,,50,300,"You have experienced a delay in the delivery of an order from an online store.

Write an email to the store about the delayed delivery.

- Include the order details and delivery date
- Describe the delivery problem
- Explain the impact of the delay on your situation",Order details and delivery date,absent,"mentions the order or delivery date without further detail (e.g., 'I ordered a product').","provides the order details or delivery date with a reason or context (e.g., 'I ordered a laptop on the 5th of March because I needed it for work'). (scores 2, not 3 — provides a date and reason, but no specific product or situation).","all of 2 AND includes a concrete specific such as the product name or a specific situation (e.g., 'I ordered a Dell Inspiron laptop on the 5th of March because my old one broke, and I needed it for a presentation on the 10th'). Generic statements like 'I ordered something' do NOT count as concrete specifics.",Description of the delivery problem,absent,"mentions a delivery problem without further detail (e.g., 'There was a problem with my delivery').","describes the delivery problem with a reason or context (e.g., 'The package was delayed because of a shipping error'). (scores 2, not 3 — describes the problem and reason, but lacks a specific incident or detail).","all of 2 AND includes a concrete specific such as a specific incident or detail (e.g., 'The package was delayed because it was sent to the wrong address, and I had to contact customer service to redirect it'). Vague descriptions like 'it was late' do NOT count as concrete specifics.",Impact of delay on your situation,absent,"mentions the impact of the delay without further detail (e.g., 'The delay affected me').","describes the impact of the delay with a reason or context (e.g., 'The delay caused inconvenience because I needed the item for a project'). (scores 2, not 3 — describes the impact and reason, but lacks a specific consequence or detail).","all of 2 AND includes a concrete specific such as a specific consequence or detail (e.g., 'The delay caused inconvenience because I needed the laptop for a project presentation, and I had to borrow one from a colleague, which was less efficient'). General statements like 'it was a problem' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-25,b1,report,,50,300,"Your school's study facilities play an important role in student success.

Write a report on the current state of your school's study facilities.

- Describe the current situation of the study facilities
- Highlight the positive points of the study facilities
- Discuss the problems and suggest improvements",Current situation of study facilities,absent,"mentions the current state of study facilities without further detail (e.g., 'The study facilities are available').","describes the current state AND provides a reason or explanation (e.g., 'The study facilities are available but often overcrowded, which makes it hard to find a seat'). (scores 2, not 3 — lacks a specific example of overcrowding or its impact).","all of 2 AND includes a concrete specific, such as a personal observation or example (e.g., 'The study facilities are available but often overcrowded, especially during exam periods when students have to wait for hours to find a seat'). Vague statements like 'it's busy sometimes' do NOT count as concrete specifics.",Positive points of study facilities,absent,"mentions a positive aspect of the study facilities without further detail (e.g., 'The study facilities are well-equipped').","mentions a positive aspect AND provides a reason or explanation (e.g., 'The study facilities are well-equipped, which helps students access a wide range of resources'). (scores 2, not 3 — lacks a specific example of resources or their impact).","all of 2 AND includes a concrete specific, such as a personal experience or example (e.g., 'The study facilities are well-equipped, with modern computers and a vast library, which helps students access a wide range of resources for their research projects'). General statements like 'they have good resources' do NOT count as concrete specifics.",Problems and suggestions for improvement,absent,"mentions a problem with the study facilities without further detail (e.g., 'There are problems with the study facilities').","mentions a problem AND provides a reason or explanation (e.g., 'There are problems with the study facilities, such as outdated equipment that hinders effective study'). (scores 2, not 3 — lacks a specific example of outdated equipment or its impact).","all of 2 AND includes a concrete specific, such as a personal suggestion or example (e.g., 'There are problems with the study facilities, such as outdated computers that crash frequently, making it difficult for students to complete assignments on time. Updating the computers would greatly improve the situation'). Vague suggestions like 'improve the facilities' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-26,b1,report,,50,300,"Imagine organizing a community cultural festival.

Write a proposal for this festival.

- Include a description of the cultural festival event
- Suggest activities for the festival
- List the resources needed for the festival",Description of the cultural festival event,absent,"mentions the cultural festival event without any details (e.g., 'There will be a cultural festival').","describes the cultural festival event with a reason or purpose (e.g., 'The cultural festival will celebrate local traditions to bring the community together'). (scores 2, not 3 — provides a reason but lacks a specific detail about the event itself).","all of 2 AND includes a concrete specific such as a particular tradition or activity that will take place (e.g., 'The cultural festival will feature traditional dances and local cuisine to celebrate our heritage'). Vague descriptions like 'fun activities' do NOT count as concrete specifics.",Suggested activities for the festival,absent,"lists activities without any further detail (e.g., 'There will be music and games').","suggests activities and provides a reason or benefit (e.g., 'We will have music performances to entertain the attendees'). (scores 2, not 3 — suggests activities with a reason but lacks a specific example of an activity).","all of 2 AND includes a concrete specific such as a particular game or performance (e.g., 'We will have a local band perform traditional songs and a storytelling session for children'). Generic mentions like 'fun games' do NOT count as concrete specifics.",Resources needed for the festival,absent,"mentions resources needed without any detail (e.g., 'We need resources for the festival').","lists resources and explains why they are needed (e.g., 'We need tents and chairs to accommodate the attendees'). (scores 2, not 3 — explains the need for resources but lacks a specific example of a resource).","all of 2 AND includes a concrete specific such as a particular resource or supplier (e.g., 'We need sound equipment from the local rental company to ensure quality audio for performances'). Vague mentions like 'some equipment' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
